年月,省份,城市,城市代码,平均气温,省平均温度
202001,安徽省,亳州市,341600,3.02844282104,16.3024681957473
202002,安徽省,亳州市,341600,6.86439001029,
202003,安徽省,亳州市,341600,11.2496889439,
202004,安徽省,亳州市,341600,15.3109415919,
202005,安徽省,亳州市,341600,22.9601271432,
202006,安徽省,亳州市,341600,26.1408464494,
202007,安徽省,亳州市,341600,25.3788700915,
202008,安徽省,亳州市,341600,28.5504561243,
202009,安徽省,亳州市,341600,23.4285837745,
202010,安徽省,亳州市,341600,16.076162761,
202011,安徽省,亳州市,341600,10.8285776092,
202012,安徽省,亳州市,341600,2.49651271805,
202001,安徽省,六安市,341500,3.95075238299,
202002,安徽省,六安市,341500,8.15664049088,
202003,安徽省,六安市,341500,12.4279087637,
202004,安徽省,六安市,341500,16.3618593081,
202005,安徽省,六安市,341500,23.5675397408,
202006,安徽省,六安市,341500,25.9163196011,
202007,安徽省,六安市,341500,25.4806808903,
202008,安徽省,六安市,341500,29.1739489642,
202009,安徽省,六安市,341500,23.1798540324,
202010,安徽省,六安市,341500,16.5354716489,
202011,安徽省,六安市,341500,11.9396934588,
202012,安徽省,六安市,341500,4.21084016681,
202001,安徽省,合肥市,340100,4.023726628,
202002,安徽省,合肥市,340100,7.84401490587,
202003,安徽省,合肥市,340100,12.0940059605,
202004,安徽省,合肥市,340100,15.8691480912,
202005,安徽省,合肥市,340100,23.1646487178,
202006,安徽省,合肥市,340100,25.6545140762,
202007,安徽省,合肥市,340100,25.247376683,
202008,安徽省,合肥市,340100,29.2422058399,
202009,安徽省,合肥市,340100,23.2597923039,
202010,安徽省,合肥市,340100,16.731730774,
202011,安徽省,合肥市,340100,12.0688277803,
202012,安徽省,合肥市,340100,4.06748937737,
202001,安徽省,安庆市,340800,4.55110970233,
202002,安徽省,安庆市,340800,8.24878595893,
202003,安徽省,安庆市,340800,12.1409316733,
202004,安徽省,安庆市,340800,15.8569571221,
202005,安徽省,安庆市,340800,22.7276233241,
202006,安徽省,安庆市,340800,25.3360483422,
202007,安徽省,安庆市,340800,25.4995349244,
202008,安徽省,安庆市,340800,28.475913135,
202009,安徽省,安庆市,340800,22.1192093832,
202010,安徽省,安庆市,340800,16.6931101694,
202011,安徽省,安庆市,340800,12.4606124441,
202012,安徽省,安庆市,340800,4.75734589955,
202001,安徽省,宣城市,341800,5.04407751973,
202002,安徽省,宣城市,341800,7.88793142469,
202003,安徽省,宣城市,341800,11.588858167,
202004,安徽省,宣城市,341800,14.9865285945,
202005,安徽省,宣城市,341800,22.0584319409,
202006,安徽省,宣城市,341800,24.7851720996,
202007,安徽省,宣城市,341800,24.978339277,
202008,安徽省,宣城市,341800,28.7734267013,
202009,安徽省,宣城市,341800,22.0788971535,
202010,安徽省,宣城市,341800,16.8619124649,
202011,安徽省,宣城市,341800,12.5974509748,
202012,安徽省,宣城市,341800,4.7474781161,
202001,安徽省,宿州市,341300,2.99858517182,
202002,安徽省,宿州市,341300,6.34711982232,
202003,安徽省,宿州市,341300,10.9241253158,
202004,安徽省,宿州市,341300,14.867739385,
202005,安徽省,宿州市,341300,22.4193518801,
202006,安徽省,宿州市,341300,25.8809412348,
202007,安徽省,宿州市,341300,25.2444054906,
202008,安徽省,宿州市,341300,28.395270424,
202009,安徽省,宿州市,341300,23.2282201654,
202010,安徽省,宿州市,341300,15.613817534,
202011,安徽省,宿州市,341300,10.3728115068,
202012,安徽省,宿州市,341300,1.9430471208,
202001,安徽省,池州市,341700,4.922229728,
202002,安徽省,池州市,341700,7.85823920369,
202003,安徽省,池州市,341700,11.5540306717,
202004,安徽省,池州市,341700,14.8220689722,
202005,安徽省,池州市,341700,21.8553813653,
202006,安徽省,池州市,341700,24.5745338031,
202007,安徽省,池州市,341700,25.1358355539,
202008,安徽省,池州市,341700,27.7574794633,
202009,安徽省,池州市,341700,21.1649028531,
202010,安徽省,池州市,341700,16.6856442732,
202011,安徽省,池州市,341700,12.5229170301,
202012,安徽省,池州市,341700,4.87998095314,
202001,安徽省,淮北市,340600,2.8499066738,
202002,安徽省,淮北市,340600,6.24285779855,
202003,安徽省,淮北市,340600,10.6286516801,
202004,安徽省,淮北市,340600,14.6892985931,
202005,安徽省,淮北市,340600,22.4539597462,
202006,安徽省,淮北市,340600,25.9857519345,
202007,安徽省,淮北市,340600,25.2468785017,
202008,安徽省,淮北市,340600,28.2334174009,
202009,安徽省,淮北市,340600,22.9944465588,
202010,安徽省,淮北市,340600,15.7910294838,
202011,安徽省,淮北市,340600,10.4418374453,
202012,安徽省,淮北市,340600,1.96641705892,
202001,安徽省,淮南市,340400,3.48280783443,
202002,安徽省,淮南市,340400,7.2016793056,
202003,安徽省,淮南市,340400,11.6104677652,
202004,安徽省,淮南市,340400,15.4210959596,
202005,安徽省,淮南市,340400,23.1022703431,
202006,安徽省,淮南市,340400,25.8098818977,
202007,安徽省,淮南市,340400,25.1122633265,
202008,安徽省,淮南市,340400,28.7134518809,
202009,安徽省,淮南市,340400,23.1115873572,
202010,安徽省,淮南市,340400,16.3074821559,
202011,安徽省,淮南市,340400,11.3777992602,
202012,安徽省,淮南市,340400,3.31552238511,
202001,安徽省,滁州市,341100,3.95967525885,
202002,安徽省,滁州市,341100,7.31269944559,
202003,安徽省,滁州市,341100,11.6968594236,
202004,安徽省,滁州市,341100,15.241979818,
202005,安徽省,滁州市,341100,22.6618218259,
202006,安徽省,滁州市,341100,25.7907568313,
202007,安徽省,滁州市,341100,25.0568877868,
202008,安徽省,滁州市,341100,29.0438461354,
202009,安徽省,滁州市,341100,23.3777608296,
202010,安徽省,滁州市,341100,16.553616724,
202011,安徽省,滁州市,341100,11.6759485785,
202012,安徽省,滁州市,341100,3.33240909964,
202001,安徽省,芜湖市,340200,4.80912090442,
202002,安徽省,芜湖市,340200,8.18486382108,
202003,安徽省,芜湖市,340200,12.2926003051,
202004,安徽省,芜湖市,340200,15.9851640999,
202005,安徽省,芜湖市,340200,23.0999263098,
202006,安徽省,芜湖市,340200,25.5715143688,
202007,安徽省,芜湖市,340200,25.3139581943,
202008,安徽省,芜湖市,340200,29.7115048866,
202009,安徽省,芜湖市,340200,23.1843213831,
202010,安徽省,芜湖市,340200,17.3805030741,
202011,安徽省,芜湖市,340200,12.8807432571,
202012,安徽省,芜湖市,340200,4.8512162404,
202001,安徽省,蚌埠市,340300,3.47722147555,
202002,安徽省,蚌埠市,340300,6.88497216038,
202003,安徽省,蚌埠市,340300,11.2601986214,
202004,安徽省,蚌埠市,340300,15.1108981392,
202005,安徽省,蚌埠市,340300,22.7473896354,
202006,安徽省,蚌埠市,340300,25.9410234711,
202007,安徽省,蚌埠市,340300,25.1495604092,
202008,安徽省,蚌埠市,340300,28.7064222302,
202009,安徽省,蚌埠市,340300,23.3530337486,
202010,安徽省,蚌埠市,340300,16.2054451485,
202011,安徽省,蚌埠市,340300,10.9979047691,
202012,安徽省,蚌埠市,340300,2.67236523939,
202001,安徽省,铜陵市,340700,4.76564676166,
202002,安徽省,铜陵市,340700,8.16085857451,
202003,安徽省,铜陵市,340700,12.3334091544,
202004,安徽省,铜陵市,340700,16.1069806993,
202005,安徽省,铜陵市,340700,23.3005346775,
202006,安徽省,铜陵市,340700,25.7443278551,
202007,安徽省,铜陵市,340700,25.5156382203,
202008,安徽省,铜陵市,340700,29.6023279786,
202009,安徽省,铜陵市,340700,23.0797761679,
202010,安徽省,铜陵市,340700,17.3142973065,
202011,安徽省,铜陵市,340700,12.7379349709,
202012,安徽省,铜陵市,340700,4.95139431357,
202001,安徽省,阜阳市,341200,3.2606633447,
202002,安徽省,阜阳市,341200,7.36080899012,
202003,安徽省,阜阳市,341200,11.784629381,
202004,安徽省,阜阳市,341200,15.7053880038,
202005,安徽省,阜阳市,341200,23.4551724667,
202006,安徽省,阜阳市,341200,26.120662183,
202007,安徽省,阜阳市,341200,25.3183763601,
202008,安徽省,阜阳市,341200,28.8786278643,
202009,安徽省,阜阳市,341200,23.5158910265,
202010,安徽省,阜阳市,341200,16.2338822537,
202011,安徽省,阜阳市,341200,11.2339701812,
202012,安徽省,阜阳市,341200,3.01841651451,
202001,安徽省,马鞍山市,340500,4.66019001698,
202002,安徽省,马鞍山市,340500,8.27506719348,
202003,安徽省,马鞍山市,340500,12.2933939334,
202004,安徽省,马鞍山市,340500,15.9922599663,
202005,安徽省,马鞍山市,340500,23.011271412,
202006,安徽省,马鞍山市,340500,25.4950565407,
202007,安徽省,马鞍山市,340500,25.1582968613,
202008,安徽省,马鞍山市,340500,29.6809789735,
202009,安徽省,马鞍山市,340500,23.5617670258,
202010,安徽省,马鞍山市,340500,17.3472300914,
202011,安徽省,马鞍山市,340500,12.9299799889,
202012,安徽省,马鞍山市,340500,4.71736362078,
202001,安徽省,黄山市,341000,4.85086160078,
202002,安徽省,黄山市,341000,7.23341700042,
202003,安徽省,黄山市,341000,10.7361588881,
202004,安徽省,黄山市,341000,13.681465875,
202005,安徽省,黄山市,341000,20.6657020366,
202006,安徽省,黄山市,341000,23.4849601776,
202007,安徽省,黄山市,341000,24.4481563193,
202008,安徽省,黄山市,341000,26.5162939548,
202009,安徽省,黄山市,341000,19.8597602676,
202010,安徽省,黄山市,341000,16.0556290782,
202011,安徽省,黄山市,341000,12.0843074261,
202012,安徽省,黄山市,341000,4.56085802747,
202001,澳门特别行政区,澳门特别行政区,820000,17.7056617737,23.7911667823667
202002,澳门特别行政区,澳门特别行政区,820000,17.6754760742,
202003,澳门特别行政区,澳门特别行政区,820000,20.867483139,
202004,澳门特别行政区,澳门特别行政区,820000,21.1657428741,
202005,澳门特别行政区,澳门特别行政区,820000,27.5404834747,
202006,澳门特别行政区,澳门特别行政区,820000,29.2070484161,
202007,澳门特别行政区,澳门特别行政区,820000,30.039150238,
202008,澳门特别行政区,澳门特别行政区,820000,28.5964164734,
202009,澳门特别行政区,澳门特别行政区,820000,27.9965744019,
202010,澳门特别行政区,澳门特别行政区,820000,24.9546585083,
202011,澳门特别行政区,澳门特别行政区,820000,22.9607219696,
202012,澳门特别行政区,澳门特别行政区,820000,16.7845840454,
202001,北京市,北京市,110000,-4.23313329173,11.5776003619251
202002,北京市,北京市,110000,-0.588098151519,
202003,北京市,北京市,110000,7.09848436815,
202004,北京市,北京市,110000,13.6016702379,
202005,北京市,北京市,110000,19.6628148244,
202006,北京市,北京市,110000,25.1405564446,
202007,北京市,北京市,110000,24.8722539554,
202008,北京市,北京市,110000,24.7488889831,
202009,北京市,北京市,110000,19.3038605782,
202010,北京市,北京市,110000,10.9162958406,
202011,北京市,北京市,110000,3.85792579723,
202012,北京市,北京市,110000,-5.45031524323,
202001,福建省,三明市,350400,10.6106803379,20.2521691302679
202002,福建省,三明市,350400,12.1214582991,
202003,福建省,三明市,350400,14.7078137817,
202004,福建省,三明市,350400,16.2384335831,
202005,福建省,三明市,350400,23.8776480351,
202006,福建省,三明市,350400,26.4908789583,
202007,福建省,三明市,350400,27.9090320205,
202008,福建省,三明市,350400,27.1672275473,
202009,福建省,三明市,350400,23.3487455321,
202010,福建省,三明市,350400,19.5710590426,
202011,福建省,三明市,350400,16.5574492235,
202012,福建省,三明市,350400,10.0058447179,
202001,福建省,南平市,350700,10.2542953177,
202002,福建省,南平市,350700,11.8250220957,
202003,福建省,南平市,350700,14.449925619,
202004,福建省,南平市,350700,16.5743232416,
202005,福建省,南平市,350700,24.102702492,
202006,福建省,南平市,350700,26.9384689731,
202007,福建省,南平市,350700,28.3273618635,
202008,福建省,南平市,350700,28.6275222901,
202009,福建省,南平市,350700,23.4379294904,
202010,福建省,南平市,350700,20.2088803346,
202011,福建省,南平市,350700,16.7181534596,
202012,福建省,南平市,350700,9.97760610523,
202001,福建省,厦门市,350200,14.4472343445,
202002,福建省,厦门市,350200,14.6703964106,
202003,福建省,厦门市,350200,17.1224206034,
202004,福建省,厦门市,350200,18.4370600128,
202005,福建省,厦门市,350200,24.7775484975,
202006,福建省,厦门市,350200,28.0022306569,
202007,福建省,厦门市,350200,29.0432512919,
202008,福建省,厦门市,350200,28.2873082733,
202009,福建省,厦门市,350200,26.1690742747,
202010,福建省,厦门市,350200,23.0481560771,
202011,福建省,厦门市,350200,20.935928599,
202012,福建省,厦门市,350200,15.2479986572,
202001,福建省,宁德市,350900,11.5573446274,
202002,福建省,宁德市,350900,11.706384993,
202003,福建省,宁德市,350900,14.0582456751,
202004,福建省,宁德市,350900,16.0845044484,
202005,福建省,宁德市,350900,23.2834661735,
202006,福建省,宁德市,350900,27.2062581617,
202007,福建省,宁德市,350900,28.5712827727,
202008,福建省,宁德市,350900,28.2242577043,
202009,福建省,宁德市,350900,23.9858079186,
202010,福建省,宁德市,350900,20.4338060128,
202011,福建省,宁德市,350900,17.8476820894,
202012,福建省,宁德市,350900,11.1834090795,
202001,福建省,泉州市,350500,12.3741228851,
202002,福建省,泉州市,350500,12.6500607227,
202003,福建省,泉州市,350500,15.1413490746,
202004,福建省,泉州市,350500,16.3410866514,
202005,福建省,泉州市,350500,22.7521054125,
202006,福建省,泉州市,350500,25.4546327766,
202007,福建省,泉州市,350500,26.6249761407,
202008,福建省,泉州市,350500,26.0083793319,
202009,福建省,泉州市,350500,23.7958298708,
202010,福建省,泉州市,350500,19.9633361324,
202011,福建省,泉州市,350500,17.9949680929,
202012,福建省,泉州市,350500,12.0810686153,
202001,福建省,漳州市,350600,14.7077950911,
202002,福建省,漳州市,350600,15.3062909434,
202003,福建省,漳州市,350600,18.0061367319,
202004,福建省,漳州市,350600,19.0910337495,
202005,福建省,漳州市,350600,25.714235889,
202006,福建省,漳州市,350600,28.0911764444,
202007,福建省,漳州市,350600,29.4458753917,
202008,福建省,漳州市,350600,28.1788421568,
202009,福建省,漳州市,350600,26.3882555024,
202010,福建省,漳州市,350600,23.2727903603,
202011,福建省,漳州市,350600,21.0662320917,
202012,福建省,漳州市,350600,15.0421915969,
202001,福建省,福州市,350100,12.8110031171,
202002,福建省,福州市,350100,12.9184785078,
202003,福建省,福州市,350100,15.1180815721,
202004,福建省,福州市,350100,16.9924012265,
202005,福建省,福州市,350100,23.8675845929,
202006,福建省,福州市,350100,27.6632464962,
202007,福建省,福州市,350100,29.1926723717,
202008,福建省,福州市,350100,28.7213012085,
202009,福建省,福州市,350100,25.0543425424,
202010,福建省,福州市,350100,21.3376190921,
202011,福建省,福州市,350100,19.1433616809,
202012,福建省,福州市,350100,12.7863427522,
202001,福建省,莆田市,350300,12.8555688558,
202002,福建省,莆田市,350300,12.9290938802,
202003,福建省,莆田市,350300,15.2061548882,
202004,福建省,莆田市,350300,16.7590945578,
202005,福建省,莆田市,350300,23.2620090964,
202006,福建省,莆田市,350300,26.4624566483,
202007,福建省,莆田市,350300,27.7264433356,
202008,福建省,莆田市,350300,27.4692843971,
202009,福建省,莆田市,350300,24.7322379307,
202010,福建省,莆田市,350300,20.9065045062,
202011,福建省,莆田市,350300,18.7886428334,
202012,福建省,莆田市,350300,12.7319261591,
202001,福建省,龙岩市,350800,13.2001356633,
202002,福建省,龙岩市,350800,14.4035158066,
202003,福建省,龙岩市,350800,17.0109495722,
202004,福建省,龙岩市,350800,18.2436911468,
202005,福建省,龙岩市,350800,25.5828987778,
202006,福建省,龙岩市,350800,27.5739218191,
202007,福建省,龙岩市,350800,29.1311088287,
202008,福建省,龙岩市,350800,27.6912809542,
202009,福建省,龙岩市,350800,25.2331722527,
202010,福建省,龙岩市,350800,21.8727360035,
202011,福建省,龙岩市,350800,19.3580273367,
202012,福建省,龙岩市,350800,12.6246842852,
202001,甘肃省,临夏回族自治州,622900,-4.62755866511,8.14473768264121
202002,甘肃省,临夏回族自治州,622900,-2.00637067527,
202003,甘肃省,临夏回族自治州,622900,4.13580527932,
202004,甘肃省,临夏回族自治州,622900,8.38976568559,
202005,甘肃省,临夏回族自治州,622900,13.44022031,
202006,甘肃省,临夏回族自治州,622900,17.2715228216,
202007,甘肃省,临夏回族自治州,622900,18.6615859312,
202008,甘肃省,临夏回族自治州,622900,17.612926019,
202009,甘肃省,临夏回族自治州,622900,13.8089943441,
202010,甘肃省,临夏回族自治州,622900,7.23772824325,
202011,甘肃省,临夏回族自治州,622900,1.17742850648,
202012,甘肃省,临夏回族自治州,622900,-5.93896848612,
202001,甘肃省,兰州市,620100,-5.4452239567,
202002,甘肃省,兰州市,620100,-2.25110223409,
202003,甘肃省,兰州市,620100,4.30754190392,
202004,甘肃省,兰州市,620100,9.19976685882,
202005,甘肃省,兰州市,620100,14.5466051471,
202006,甘肃省,兰州市,620100,18.7321418762,
202007,甘肃省,兰州市,620100,20.0297234964,
202008,甘肃省,兰州市,620100,18.5951264334,
202009,甘肃省,兰州市,620100,14.0952678442,
202010,甘肃省,兰州市,620100,7.47811138004,
202011,甘肃省,兰州市,620100,1.01801968012,
202012,甘肃省,兰州市,620100,-7.12860152841,
202001,甘肃省,嘉峪关市,620200,-6.64970604579,
202002,甘肃省,嘉峪关市,620200,-2.11030615446,
202003,甘肃省,嘉峪关市,620200,3.76044249229,
202004,甘肃省,嘉峪关市,620200,11.6099266884,
202005,甘肃省,嘉峪关市,620200,16.872015464,
202006,甘肃省,嘉峪关市,620200,21.5835202535,
202007,甘肃省,嘉峪关市,620200,23.6202334869,
202008,甘肃省,嘉峪关市,620200,21.2704355533,
202009,甘肃省,嘉峪关市,620200,15.8351889757,
202010,甘肃省,嘉峪关市,620200,6.54499744758,
202011,甘肃省,嘉峪关市,620200,-0.956580834511,
202012,甘肃省,嘉峪关市,620200,-9.54189903308,
202001,甘肃省,天水市,620500,-1.5374580738,
202002,甘肃省,天水市,620500,1.76593954492,
202003,甘肃省,天水市,620500,7.02272525106,
202004,甘肃省,天水市,620500,10.7750820221,
202005,甘肃省,天水市,620500,16.4771421987,
202006,甘肃省,天水市,620500,19.5996918513,
202007,甘肃省,天水市,620500,20.6755561328,
202008,甘肃省,天水市,620500,19.8245927745,
202009,甘肃省,天水市,620500,15.8546363208,
202010,甘肃省,天水市,620500,9.12485935123,
202011,甘肃省,天水市,620500,4.54260583302,
202012,甘肃省,天水市,620500,-2.9789384293,
202001,甘肃省,定西市,621100,-4.86884707518,
202002,甘肃省,定西市,621100,-2.07018969257,
202003,甘肃省,定西市,621100,3.31221583277,
202004,甘肃省,定西市,621100,7.37907461054,
202005,甘肃省,定西市,621100,12.7270210774,
202006,甘肃省,定西市,621100,16.2565802112,
202007,甘肃省,定西市,621100,17.5639125764,
202008,甘肃省,定西市,621100,16.6769737294,
202009,甘肃省,定西市,621100,12.8585519538,
202010,甘肃省,定西市,621100,6.34689365841,
202011,甘肃省,定西市,621100,1.28090466955,
202012,甘肃省,定西市,621100,-6.10791437394,
202001,甘肃省,平凉市,620800,-3.17099278022,
202002,甘肃省,平凉市,620800,0.402800269245,
202003,甘肃省,平凉市,620800,5.53934156791,
202004,甘肃省,平凉市,620800,9.82929158211,
202005,甘肃省,平凉市,620800,15.6314555525,
202006,甘肃省,平凉市,620800,18.5316286634,
202007,甘肃省,平凉市,620800,19.5456832024,
202008,甘肃省,平凉市,620800,18.5258145419,
202009,甘肃省,平凉市,620800,14.4693567947,
202010,甘肃省,平凉市,620800,7.84872446824,
202011,甘肃省,平凉市,620800,2.9123502468,
202012,甘肃省,平凉市,620800,-4.71330378639,
202001,甘肃省,庆阳市,621000,-3.1863666527,
202002,甘肃省,庆阳市,621000,0.903958885865,
202003,甘肃省,庆阳市,621000,6.53136739239,
202004,甘肃省,庆阳市,621000,10.9434910485,
202005,甘肃省,庆阳市,621000,17.1699096816,
202006,甘肃省,庆阳市,621000,20.4056383925,
202007,甘肃省,庆阳市,621000,21.3446139786,
202008,甘肃省,庆阳市,621000,19.8025887204,
202009,甘肃省,庆阳市,621000,15.5630957866,
202010,甘肃省,庆阳市,621000,8.74994028917,
202011,甘肃省,庆阳市,621000,3.31368106389,
202012,甘肃省,庆阳市,621000,-5.0221440312,
202001,甘肃省,张掖市,620700,-7.21009286626,
202002,甘肃省,张掖市,620700,-2.81618407189,
202003,甘肃省,张掖市,620700,3.61187392049,
202004,甘肃省,张掖市,620700,11.0412987008,
202005,甘肃省,张掖市,620700,16.3055768109,
202006,甘肃省,张掖市,620700,20.7251654012,
202007,甘肃省,张掖市,620700,22.6991939417,
202008,甘肃省,张掖市,620700,20.701578132,
202009,甘肃省,张掖市,620700,15.8869917909,
202010,甘肃省,张掖市,620700,6.50985401281,
202011,甘肃省,张掖市,620700,-1.18555165108,
202012,甘肃省,张掖市,620700,-9.43844781062,
202001,甘肃省,武威市,620600,-7.23305191639,
202002,甘肃省,武威市,620600,-2.71019365955,
202003,甘肃省,武威市,620600,3.34029609431,
202004,甘肃省,武威市,620600,9.31862924705,
202005,甘肃省,武威市,620600,14.8327340345,
202006,甘肃省,武威市,620600,19.6617518177,
202007,甘肃省,武威市,620600,21.3599375684,
202008,甘肃省,武威市,620600,19.6383313635,
202009,甘肃省,武威市,620600,14.8663284893,
202010,甘肃省,武威市,620600,6.62552656173,
202011,甘肃省,武威市,620600,-0.556998132832,
202012,甘肃省,武威市,620600,-9.0754034864,
202001,甘肃省,甘南藏族自治州,623000,-6.11611247464,
202002,甘肃省,甘南藏族自治州,623000,-4.27473851862,
202003,甘肃省,甘南藏族自治州,623000,0.932850092944,
202004,甘肃省,甘南藏族自治州,623000,4.12118407728,
202005,甘肃省,甘南藏族自治州,623000,8.88907501149,
202006,甘肃省,甘南藏族自治州,623000,12.93543928,
202007,甘肃省,甘南藏族自治州,623000,14.5116681257,
202008,甘肃省,甘南藏族自治州,623000,14.1112537557,
202009,甘肃省,甘南藏族自治州,623000,11.3301121871,
202010,甘肃省,甘南藏族自治州,623000,5.23404569706,
202011,甘肃省,甘南藏族自治州,623000,0.268393241824,
202012,甘肃省,甘南藏族自治州,623000,-6.0489375416,
202001,甘肃省,白银市,620400,-4.96952168301,
202002,甘肃省,白银市,620400,-1.20154414836,
202003,甘肃省,白银市,620400,5.22457484636,
202004,甘肃省,白银市,620400,10.3139713613,
202005,甘肃省,白银市,620400,16.0748211574,
202006,甘肃省,白银市,620400,20.2146525437,
202007,甘肃省,白银市,620400,21.4378424717,
202008,甘肃省,白银市,620400,19.6926825587,
202009,甘肃省,白银市,620400,14.929777069,
202010,甘肃省,白银市,620400,8.13787803314,
202011,甘肃省,白银市,620400,1.82357815195,
202012,甘肃省,白银市,620400,-6.68723377248,
202001,甘肃省,酒泉市,620900,-9.27493389804,
202002,甘肃省,酒泉市,620900,-4.69521164078,
202003,甘肃省,酒泉市,620900,1.20157248523,
202004,甘肃省,酒泉市,620900,9.84666476428,
202005,甘肃省,酒泉市,620900,15.0327277151,
202006,甘肃省,酒泉市,620900,19.2640612996,
202007,甘肃省,酒泉市,620900,21.8530947544,
202008,甘肃省,酒泉市,620900,20.0288662183,
202009,甘肃省,酒泉市,620900,14.4903535042,
202010,甘肃省,酒泉市,620900,4.68959237694,
202011,甘肃省,酒泉市,620900,-2.75069628378,
202012,甘肃省,酒泉市,620900,-11.3489377776,
202001,甘肃省,金昌市,620300,-7.67279657049,
202002,甘肃省,金昌市,620300,-3.50596513623,
202003,甘肃省,金昌市,620300,2.49483538515,
202004,甘肃省,金昌市,620300,8.68819983159,
202005,甘肃省,金昌市,620300,14.0087469393,
202006,甘肃省,金昌市,620300,18.7643008309,
202007,甘肃省,金昌市,620300,20.777414295,
202008,甘肃省,金昌市,620300,19.1188633788,
202009,甘肃省,金昌市,620300,14.3277885029,
202010,甘肃省,金昌市,620300,6.00590379873,
202011,甘肃省,金昌市,620300,-1.64496508265,
202012,甘肃省,金昌市,620300,-9.85205536696,
202001,甘肃省,陇南市,621200,2.1971689711,
202002,甘肃省,陇南市,621200,5.21550333214,
202003,甘肃省,陇南市,621200,9.56209043981,
202004,甘肃省,陇南市,621200,12.7567000119,
202005,甘肃省,陇南市,621200,18.4137055727,
202006,甘肃省,陇南市,621200,21.3766761578,
202007,甘肃省,陇南市,621200,22.2395174983,
202008,甘肃省,陇南市,621200,21.6639437607,
202009,甘肃省,陇南市,621200,17.9698239121,
202010,甘肃省,陇南市,621200,11.6542724612,
202011,甘肃省,陇南市,621200,8.13971283844,
202012,甘肃省,陇南市,621200,0.942274245548,
202001,广东省,东莞市,441900,16.9135267488,22.9648320111798
202002,广东省,东莞市,441900,17.2677179698,
202003,广东省,东莞市,441900,20.5675015285,
202004,广东省,东莞市,441900,20.9295943523,
202005,广东省,东莞市,441900,27.3575034799,
202006,广东省,东莞市,441900,28.621394141,
202007,广东省,东莞市,441900,30.0671725109,
202008,广东省,东莞市,441900,28.4597511127,
202009,广东省,东莞市,441900,27.6346993775,
202010,广东省,东莞市,441900,24.5033771581,
202011,广东省,东莞市,441900,22.4551895076,
202012,广东省,东莞市,441900,15.8579170622,
202001,广东省,中山市,442000,17.407541016,
202002,广东省,中山市,442000,17.5184111889,
202003,广东省,中山市,442000,21.0436397835,
202004,广东省,中山市,442000,21.1372753897,
202005,广东省,中山市,442000,27.6775307596,
202006,广东省,中山市,442000,29.2495403996,
202007,广东省,中山市,442000,30.3020900679,
202008,广东省,中山市,442000,28.5148298475,
202009,广东省,中山市,442000,27.7493954176,
202010,广东省,中山市,442000,24.789490947,
202011,广东省,中山市,442000,22.6945149457,
202012,广东省,中山市,442000,16.3048581017,
202001,广东省,云浮市,445300,16.6973034887,
202002,广东省,云浮市,445300,17.3097055524,
202003,广东省,云浮市,445300,20.8935697228,
202004,广东省,云浮市,445300,20.4986524296,
202005,广东省,云浮市,445300,27.791084617,
202006,广东省,云浮市,445300,28.9600967958,
202007,广东省,云浮市,445300,30.3702212913,
202008,广东省,云浮市,445300,28.2370293952,
202009,广东省,云浮市,445300,27.3878160887,
202010,广东省,云浮市,445300,23.7153369789,
202011,广东省,云浮市,445300,21.5858693604,
202012,广东省,云浮市,445300,14.8834578543,
202001,广东省,佛山市,440600,16.4323739579,
202002,广东省,佛山市,440600,16.8552251528,
202003,广东省,佛山市,440600,20.2788622979,
202004,广东省,佛山市,440600,20.5049828577,
202005,广东省,佛山市,440600,27.4084006901,
202006,广东省,佛山市,440600,28.6876362742,
202007,广东省,佛山市,440600,30.2062367061,
202008,广东省,佛山市,440600,28.3935423164,
202009,广东省,佛山市,440600,27.3008788338,
202010,广东省,佛山市,440600,24.0223630767,
202011,广东省,佛山市,440600,21.8278940936,
202012,广东省,佛山市,440600,15.2173781528,
202001,广东省,广州市,440100,15.9055632748,
202002,广东省,广州市,440100,16.4465939772,
202003,广东省,广州市,440100,19.7749413702,
202004,广东省,广州市,440100,20.1864932937,
202005,广东省,广州市,440100,27.1094569061,
202006,广东省,广州市,440100,28.2981030027,
202007,广东省,广州市,440100,30.1394759296,
202008,广东省,广州市,440100,28.3323913321,
202009,广东省,广州市,440100,27.0055016344,
202010,广东省,广州市,440100,23.6722363354,
202011,广东省,广州市,440100,21.4212504175,
202012,广东省,广州市,440100,14.7624451777,
202001,广东省,惠州市,441300,16.0320661821,
202002,广东省,惠州市,441300,16.6581104325,
202003,广东省,惠州市,441300,19.6978643588,
202004,广东省,惠州市,441300,20.3068234468,
202005,广东省,惠州市,441300,26.8368084351,
202006,广东省,惠州市,441300,28.2658449832,
202007,广东省,惠州市,441300,29.8153829681,
202008,广东省,惠州市,441300,28.0237912494,
202009,广东省,惠州市,441300,27.1181945198,
202010,广东省,惠州市,441300,23.8194970198,
202011,广东省,惠州市,441300,21.5769167124,
202012,广东省,惠州市,441300,15.0059849888,
202001,广东省,揭阳市,445200,16.0613410919,
202002,广东省,揭阳市,445200,16.5165238399,
202003,广东省,揭阳市,445200,19.3515191173,
202004,广东省,揭阳市,445200,20.1550451484,
202005,广东省,揭阳市,445200,26.3463171773,
202006,广东省,揭阳市,445200,28.4916956168,
202007,广东省,揭阳市,445200,29.6352159645,
202008,广东省,揭阳市,445200,28.0704256947,
